# 2024-12-22 19:12:18 EET
NAnsw	File	Key	Quest	Discrepancies?	IdxCorrect	AnsKeys	Answers...
1	inputs/yaml/nature_communications.yaml	code_quality:	16. Code Quality Standards	false		0:	The journal policies require code of articles to fulfill certain standards.
1	inputs/yaml/nature_communications.yaml	code_autotest:	17. Automatic Testing	false		0:	No mention of automatic testing to verify code functionality.
1	inputs/yaml/nature_communications.yaml	code_docs:	18. Code Documentation	false		0:	The journal policies encourage/recommend standards for code documentation.
1	inputs/yaml/nature_communications.yaml	code_linting:	19. Linting Standards	false		0:	No mention of linting standards for code.
1	inputs/yaml/nature_communications.yaml	code_development:	20. Code Development	false		0:	No mention of standards for code development such as continuous integration.
2	inputs/yaml/nature_energy.yaml	rdp_exist:	1. Existence of research data policy	false		0:,1:	Research Data Policy (RDP) exists.	Research Data Policy (RDP) exists.
2	inputs/yaml/nature_energy.yaml	data_sharing:	3. Data sharing requirements in RDP	true	0	0:,1:	Public data sharing required only for specific types of data.	Data sharing encouraged but optional.
2	inputs/yaml/nature_energy.yaml	data_fair:	4. FAIR data sharing (see https://www.go-fair.org/fair-principles/ for a definition of FAIR)	false		0:,1:	Public data sharing on a FAIR repository required only for specific types of data (e.g. genetic data has to be shared on a FAIR repository but no other data).	Public data sharing on a FAIR repository required only for specific types of data (e.g. genetic data has to be shared on a FAIR repository but no other data).
2	inputs/yaml/nature_energy.yaml	data_availability:	2. Data availability statement	false		0:,1:	Required according to the RDP.	Required according to the RDP.
2	inputs/yaml/nature_energy.yaml	data_citability:	5. Citability and findability of data 	false		0:,1:	DOIs or other persistent identifiers recommended for datasets or codes.	DOIs or other persistent identifiers recommended for datasets or codes.
2	inputs/yaml/nature_energy.yaml	data_timing:	7. Timing of data release	true	0	0:,1:	Required data must be available prior to official publication.	Timing of data availability not adressed in RDP.
2	inputs/yaml/nature_energy.yaml	data_sharing_method:	8. Recommended data sharing method	false		0:,1:	Public online repositories recommended in RDP.	Public online repositories recommended in RDP.
2	inputs/yaml/nature_energy.yaml	data_licenses:	9. Recommended/required licenses	false		0:,1:	Explicit mention of a certain license/license type in RDP.	Explicit mention of a certain license/license type in RDP.
2	inputs/yaml/nature_energy.yaml	data_referee:	10. Referee guidelines concerning research data	true	0	0:,1:	Additional data or code referee (referee that solely confirms that code and data are shared following the RDP).	Data sharing policy not mentioned in refereeing guidelines.
2	inputs/yaml/nature_energy.yaml	data_recommended:	11. Unique policies for data types Please name all data types for which unique policies are recommended according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)	false	0	0:,1:	.nan	.nan
2	inputs/yaml/nature_energy.yaml	data_required:	12. Unique policies for data types Please name all data types for which unique policies are required according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)	false	0	0:,1:	DNA sequence data; RNA sequence data; Genome assembly data; Protein sequence data; Proteomics data; Genetic variation data; Functional genomics data; Macromolecular structure data; Gene expression data; Crystallographic data for small molecules	Protein sequences; DNA and RNA sequences; DNA and RNA sequencing data; Genetic polymorphisms; Linked genotype and phenotype data; Macromolecular structure; Gene expression data (must be MIAME compliant); Crystallographic data for small molecules; Proteomics data; Earth, space & environmental sciences
2	inputs/yaml/nature_energy.yaml	code_required:	13. Code sharing requirements	true	1	0:,1:	Code sharing encouraged but optional.	Code sharing required.
2	inputs/yaml/nature_energy.yaml	code_reproducibility:	14. Code Reproducibility	false		0:,1:	No mention of dependencies for research code.	No mention of dependencies for research code.
2	inputs/yaml/nature_energy.yaml	code_versioning:	15. Versioning and persistent identifiers	false		0:,1:	Journal policies encourage/recommend a persistent identifier or specifying a version of developed code.	Journal policies encourage/recommend a persistent identifier or specifying a version of developed code.
2	inputs/yaml/nature_energy.yaml	code_quality:	16. Code Quality Standards	true	0	0:,1:	The journal policies require code of articles to fulfill certain standards.	The journal policies do not mention any code quality standards.
2	inputs/yaml/nature_energy.yaml	code_autotest:	17. Automatic Testing	false		0:,1:	No mention of automatic testing to verify code functionality.	No mention of automatic testing to verify code functionality.
2	inputs/yaml/nature_energy.yaml	code_docs:	18. Code Documentation	true	0	0:,1:	The journal policies encourage/recommend standards for code documentation.	No mention of standards for code documentation.
2	inputs/yaml/nature_energy.yaml	code_linting:	19. Linting Standards	false		0:,1:	No mention of linting standards for code.	No mention of linting standards for code.
2	inputs/yaml/nature_energy.yaml	code_development:	20. Code Development	false		0:,1:	No mention of standards for code development such as continuous integration.	No mention of standards for code development such as continuous integration.
2	inputs/yaml/optica.yaml	rdp_exist:	1. Existence of research data policy	false		0:,1:	Research Data Policy (RDP) exists.	Research Data Policy (RDP) exists.
2	inputs/yaml/optica.yaml	data_sharing:	3. Data sharing requirements in RDP	false		0:,1:	Data sharing encouraged but optional.	Data sharing encouraged but optional.
2	inputs/yaml/optica.yaml	data_fair:	4. FAIR data sharing (see https://www.go-fair.org/fair-principles/ for a definition of FAIR)	false		0:,1:	Public data sharing on a FAIR repository not mentioned in RDP.	Public data sharing on a FAIR repository not mentioned in RDP.
2	inputs/yaml/optica.yaml	data_availability:	2. Data availability statement	true	0	0:,1:	Required according to the RDP.	Mentioned in the RDP but optional.
2	inputs/yaml/optica.yaml	data_citability:	5. Citability and findability of data 	false		0:,1:	DOIs or other persistent identifiers recommended for datasets or codes.	DOIs or other persistent identifiers recommended for datasets or codes.
2	inputs/yaml/optica.yaml	data_timing:	7. Timing of data release	false		0:,1:	Required data must be available prior to review process.	Required data must be available prior to review process.
2	inputs/yaml/optica.yaml	data_sharing_method:	8. Recommended data sharing method	true	1	0:,1:	Data sharing in supplementary material or hosting by journal recommended in RDP.	Multiple data sharing methods equally recommended in RDP.
2	inputs/yaml/optica.yaml	data_licenses:	9. Recommended/required licenses	false		0:,1:	No mention of data/code licenses in RDP.	No mention of data/code licenses in RDP.
2	inputs/yaml/optica.yaml	data_referee:	10. Referee guidelines concerning research data	false		0:,1:	Data sharing policy not mentioned in refereeing guidelines.	Data sharing policy not mentioned in refereeing guidelines.
2	inputs/yaml/optica.yaml	data_recommended:	11. Unique policies for data types Please name all data types for which unique policies are recommended according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)	true	0	0:,1:	no text.	none
2	inputs/yaml/optica.yaml	data_required:	12. Unique policies for data types Please name all data types for which unique policies are required according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)	true	0	0:,1:	no text.	none
2	inputs/yaml/optica.yaml	code_required:	13. Code sharing requirements	false		0:,1:	Code sharing encouraged but optional.	Code sharing encouraged but optional.
2	inputs/yaml/optica.yaml	code_reproducibility:	14. Code Reproducibility	false		0:,1:	No mention of dependencies for research code.	No mention of dependencies for research code.
2	inputs/yaml/optica.yaml	code_versioning:	15. Versioning and persistent identifiers	false		0:,1:	No mention of a persistent identifier or specifying a version of developed code.	No mention of a persistent identifier or specifying a version of developed code.
2	inputs/yaml/optica.yaml	code_quality:	16. Code Quality Standards	false		0:,1:	The journal policies do not mention any code quality standards.	The journal policies do not mention any code quality standards.
2	inputs/yaml/optica.yaml	code_autotest:	17. Automatic Testing	false		0:,1:	No mention of automatic testing to verify code functionality.	No mention of automatic testing to verify code functionality.
2	inputs/yaml/optica.yaml	code_docs:	18. Code Documentation	false		0:,1:	No mention of standards for code documentation.	No mention of standards for code documentation.
2	inputs/yaml/optica.yaml	code_linting:	19. Linting Standards	false		0:,1:	No mention of linting standards for code.	No mention of linting standards for code.
2	inputs/yaml/optica.yaml	code_development:	20. Code Development	false		0:,1:	No mention of standards for code development such as continuous integration.	No mention of standards for code development such as continuous integration.
1	inputs/yaml/optical_materials_express.yaml	rdp_exist:	1. Existence of research data policy	false		0:	Research Data Policy (RDP) exists.
1	inputs/yaml/optical_materials_express.yaml	data_sharing:	3. Data sharing requirements in RDP	false		0:	Data sharing encouraged but optional.
